account_number,customer_id,branch_id,account_type_id,balance,open_date,account_status,last_transaction_date
100000008348,5218,14,2,216603,2020-08-08,Active,2025-11-28
100000008349,5218,43,3,15174,2018-01-12,Active,2022-12-06
100000008350,5218,112,3,174371,2020-01-01,Active,2022-05-07
100000008351,5219,101,1,291517,2017-12-09,Active,2022-06-13
100000008352,5219,50,1,53586,2024-07-12,Active,2026-04-24
100000008353,5220,117,1,181767,2019-01-04,Active,2023-12-15
100000008354,5220,2,2,109333,2023-04-27,Active,2025-08-21
100000008355,5221,89,1,265731,2025-06-02,Active,2026-05-15
100000008356,5221,56,1,288108,2023-02-12,Active,2024-10-12
100000008357,5221,44,1,233233,2024-06-15,Active,2025-01-13
100000008358,5222,105,1,132732,2019-05-09,Active,2020-03-19
100000008359,5222,85,1,133900,2020-06-11,Active,2020-07-13
100000008360,5223,99,1,257017,2020-06-18,Active,2023-11-10
100000008361,5224,42,1,11034,2022-08-30,Active,2023-11-24
100000008362,5224,66,1,245974,2022-08-16,Active,2022-11-13
100000008363,5225,63,3,151460,2023-09-08,Active,2024-01-30
100000008364,5226,33,4,3280984,2018-06-26,Active,2021-09-16
100000008365,5226,84,1,72159,2021-12-28,Active,2022-10-04
100000008366,5227,55,2,1322522,2020-01-24,Active,2023-04-05
100000008367,5227,11,3,220567,2017-01-31,Active,2021-07-30
100000008368,5228,57,2,910995,2025-04-05,Active,2025-10-01
100000008369,5229,62,1,246877,2021-04-13,Active,2022-11-19
100000008370,5229,4,1,227509,2021-01-11,Active,2025-07-04
100000008371,5230,100,1,242111,2018-09-19,Inactive,2020-05-11
100000008372,5231,36,1,249168,2017-04-30,Active,2020-10-13
100000008373,5232,73,1,9984,2025-01-14,Active,2025-04-20
100000008374,5232,13,1,204096,2025-11-14,Active,2026-05-25
100000008375,5233,71,4,1832395,2023-04-22,Active,2026-03-05
100000008376,5234,44,3,206264,2017-11-14,Active,2021-07-06
100000008377,5235,112,1,285037,2021-06-24,Active,2024-03-21
100000008378,5235,53,1,8499,2018-01-18,Active,2019-12-08
100000008379,5236,56,1,239522,2024-04-22,Active,2025-05-30
100000008380,5237,4,1,31073,2022-01-09,Active,2025-01-19
100000008381,5238,112,2,591254,2024-04-06,Active,2024-05-21
100000008382,5239,23,3,125973,2026-04-01,Active,2026-06-25
100000008383,5239,19,1,272451,2024-11-17,Active,2026-03-22
100000008384,5239,117,1,209680,2018-05-26,Active,2022-10-20
100000008385,5240,112,2,886530,2024-04-01,Active,2026-01-26
100000008386,5240,96,1,219789,2020-01-30,Active,2024-11-29
100000008387,5240,33,1,180662,2023-02-11,Active,2023-10-17
100000008388,5241,89,1,203654,2021-02-02,Active,2026-06-17
100000008389,5241,77,1,221075,2020-01-01,Active,2025-06-01
100000008390,5242,76,1,161158,2024-12-27,Active,2026-02-04
100000008391,5243,100,1,278768,2019-02-04,Active,2026-05-05
100000008392,5244,67,3,127231,2018-08-26,Active,2024-05-15
100000008393,5245,6,4,1932806,2021-03-28,Active,2024-12-25
100000008394,5245,27,1,236574,2023-04-20,Active,2025-03-19
100000008395,5246,30,1,140317,2022-07-25,Active,2025-09-17
100000008396,5246,60,1,74765,2019-10-05,Active,2020-08-10
100000008397,5246,17,1,40181,2026-01-11,Active,2026-03-26
100000008398,5247,77,1,227743,2020-02-03,Active,2025-12-09
100000008399,5248,66,1,193989,2026-01-06,Active,2026-02-11
100000008400,5248,106,2,481271,2018-03-13,Active,2020-06-07
100000008401,5249,13,1,14190,2020-09-11,Active,2022-01-04
100000008402,5250,20,1,42129,2023-03-11,Active,2025-07-05
100000008403,5250,41,1,265313,2021-07-05,Active,2022-01-25
100000008404,5251,35,1,218816,2021-04-17,Active,2025-07-14
100000008405,5252,17,3,173291,2018-06-09,Active,2023-02-26
100000008406,5252,112,1,88098,2024-05-22,Active,2025-12-10
100000008407,5253,33,2,531580,2021-05-17,Active,2024-01-16
100000008408,5253,68,1,253300,2025-09-24,Active,2025-10-18
100000008409,5254,6,1,241139,2023-12-10,Active,2025-06-30
100000008410,5255,101,1,156166,2026-03-18,Active,2026-04-25
100000008411,5255,89,1,108964,2022-08-20,Active,2025-06-28
100000008412,5256,17,1,82001,2020-01-09,Active,2025-11-28
100000008413,5257,52,1,199970,2026-06-26,Active,2026-06-26
100000008414,5257,113,1,70888,2025-12-17,Active,2026-02-22
100000008415,5258,67,1,93824,2019-07-20,Active,2025-03-21
100000008416,5259,17,1,225000,2025-11-06,Active,2026-04-03
100000008417,5259,77,1,78644,2024-03-06,Active,2026-04-09
100000008418,5259,91,1,52835,2025-11-13,Active,2025-12-14
100000008419,5260,46,2,1455039,2022-07-30,Active,2023-01-22
100000008420,5261,60,1,177951,2025-11-26,Active,2026-01-23
100000008421,5261,57,2,783899,2020-08-19,Active,2020-11-10
100000008422,5262,116,1,99648,2018-11-14,Inactive,2022-12-10
100000008423,5262,98,1,84089,2022-02-21,Active,2022-11-12
100000008424,5263,71,4,424477,2020-01-27,Active,2024-08-10
100000008425,5264,86,1,48749,2024-11-02,Active,2026-03-25
100000008426,5264,78,3,23933,2019-08-08,Active,2026-05-02
100000008427,5265,44,1,36392,2021-06-20,Active,2025-02-17
100000008428,5266,62,3,185714,2018-04-02,Active,2019-08-04
100000008429,5267,80,3,227475,2022-11-05,Active,2025-04-12
100000008430,5267,98,2,859638,2018-12-11,Active,2020-01-16
100000008431,5268,37,1,99139,2025-12-14,Active,2026-03-03
100000008432,5269,113,1,218863,2022-08-18,Active,2024-08-26
100000008433,5270,103,1,111550,2022-08-16,Active,2025-12-12
100000008434,5270,7,1,203061,2020-01-09,Active,2022-12-23
100000008435,5271,9,2,1439974,2020-02-17,Active,2026-02-13
100000008436,5272,19,2,1205027,2020-01-10,Active,2022-12-02
100000008437,5272,25,1,129183,2016-10-21,Active,2023-11-20
100000008438,5273,68,1,27215,2020-07-13,Active,2022-05-17
100000008439,5274,107,3,167736,2018-01-03,Active,2019-06-27
100000008440,5274,105,1,68666,2023-02-12,Active,2024-01-12
100000008441,5274,57,1,297644,2017-09-01,Active,2020-12-31
100000008442,5275,109,2,288326,2021-01-09,Active,2025-11-29
100000008443,5275,93,1,5141,2024-07-31,Active,2026-06-06
100000008444,5276,99,1,66769,2026-01-16,Active,2026-05-31
100000008445,5277,30,1,74317,2017-01-24,Active,2020-05-12
100000008446,5278,46,2,1058716,2024-11-15,Active,2026-05-18
100000008447,5279,34,1,176178,2016-10-11,Active,2019-10-13
100000008448,5280,20,2,580738,2021-05-20,Active,2025-11-14
100000008449,5281,23,1,28791,2023-12-21,Active,2026-01-12
100000008450,5282,9,2,1008379,2017-04-08,Active,2021-11-29
100000008451,5283,108,1,258766,2021-05-07,Active,2025-03-29
100000008452,5284,55,1,105462,2022-03-31,Active,2024-11-07
100000008453,5284,29,2,759717,2018-12-19,Active,2019-12-05
100000008454,5285,56,1,246706,2025-08-13,Active,2025-08-16
100000008455,5286,119,1,9932,2022-11-14,Active,2024-03-09
100000008456,5287,115,1,220610,2020-04-25,Active,2026-02-13
100000008457,5288,97,1,95749,2020-09-27,Active,2024-01-27
100000008458,5288,77,1,226335,2018-11-22,Active,2025-02-23
100000008459,5289,104,1,185413,2016-12-10,Active,2017-01-20
100000008460,5289,47,1,171991,2024-06-26,Active,2025-01-24
100000008461,5290,81,2,1439375,2022-05-12,Active,2023-04-19
100000008462,5291,114,1,251332,2021-11-23,Active,2024-05-04
100000008463,5292,107,1,187097,2017-05-26,Active,2025-02-02
100000008464,5292,70,1,58529,2022-06-10,Active,2023-01-26
100000008465,5293,120,1,275542,2025-09-27,Active,2025-12-21
100000008466,5294,52,1,223648,2018-05-02,Active,2019-09-17
100000008467,5294,112,2,866858,2020-01-04,Active,2021-01-24
100000008468,5294,44,2,162886,2023-09-08,Active,2025-08-31
100000008469,5295,74,1,68827,2016-10-14,Active,2020-02-03
100000008470,5295,95,1,155034,2023-11-22,Active,2024-12-14
100000008471,5295,20,3,164463,2024-03-13,Active,2025-03-21
100000008472,5296,14,2,1218442,2026-03-17,Active,2026-05-05
100000008473,5296,61,1,254870,2023-02-04,Active,2026-06-02
100000008474,5297,53,1,263266,2019-09-03,Active,2024-09-26
100000008475,5298,12,1,138822,2020-02-21,Active,2020-07-11
100000008476,5298,111,1,213085,2019-11-24,Active,2020-07-26
100000008477,5299,27,1,222930,2022-11-29,Active,2024-01-08
100000008478,5299,120,1,36917,2017-04-23,Inactive,2024-02-04
100000008479,5300,18,3,79957,2022-11-04,Active,2022-11-17
100000008480,5301,46,1,150104,2020-01-21,Active,2024-07-16
100000008481,5302,40,3,179517,2024-02-23,Active,2025-12-27
100000008482,5302,30,2,1020021,2023-10-10,Active,2026-05-19
100000008483,5303,64,1,210203,2020-07-28,Active,2025-12-09
100000008484,5304,73,1,95806,2017-07-14,Active,2024-05-04
100000008485,5304,28,2,285951,2020-02-15,Active,2021-04-22
100000008486,5305,94,2,566018,2026-05-12,Active,2026-05-29
100000008487,5305,7,1,232759,2017-11-17,Active,2024-07-15
100000008488,5306,61,2,1282369,2024-05-24,Active,2025-11-17
100000008489,5307,8,1,225183,2019-10-16,Active,2025-09-07
100000008490,5307,50,1,286435,2021-02-26,Active,2022-08-16
100000008491,5307,92,1,226432,2023-08-19,Active,2024-09-15
100000008492,5308,110,1,145027,2024-11-29,Active,2025-10-28
100000008493,5309,73,1,127248,2023-06-25,Active,2026-04-21
100000008494,5310,1,1,216779,2021-03-20,Active,2024-11-09
100000008495,5310,49,1,281789,2018-05-30,Active,2022-02-18
100000008496,5311,22,2,1103244,2024-01-28,Active,2026-05-10
100000008497,5311,51,1,287321,2023-05-23,Active,2023-10-07
100000008498,5312,48,3,141426,2026-06-10,Inactive,2026-06-14
100000008499,5313,111,3,5457,2019-10-12,Active,2026-01-01
100000008500,5313,89,1,48871,2016-12-04,Active,2019-06-15
100000008501,5314,19,1,285407,2018-05-20,Active,2023-12-18
100000008502,5315,70,1,162895,2019-08-16,Active,2024-01-06
100000008503,5315,94,1,88383,2023-03-02,Active,2023-04-11
100000008504,5316,5,3,236322,2024-04-13,Active,2024-06-23
100000008505,5317,104,1,62016,2025-10-07,Active,2026-03-29
100000008506,5317,58,1,90350,2017-04-10,Active,2025-05-21
100000008507,5317,44,1,172521,2023-06-03,Active,2024-04-10
100000008508,5318,110,1,69513,2022-11-25,Active,2024-08-30
100000008509,5318,16,2,454953,2023-03-04,Active,2025-02-14
100000008510,5318,49,1,271918,2016-07-14,Active,2018-03-08
100000008511,5319,111,1,101009,2016-11-25,Active,2025-04-18
100000008512,5320,8,3,114141,2024-03-13,Active,2025-01-05
100000008513,5320,99,1,91837,2025-09-16,Active,2026-06-23
100000008514,5321,117,2,331436,2022-01-09,Active,2023-05-18
100000008515,5321,118,1,69004,2026-01-14,Active,2026-04-06
100000008516,5321,86,2,260970,2026-04-17,Active,2026-06-13
100000008517,5322,90,1,241975,2020-07-12,Active,2022-12-31
100000008518,5323,16,1,62413,2016-11-08,Active,2020-07-18
100000008519,5323,35,1,166009,2024-11-09,Active,2026-06-12
100000008520,5324,44,2,77889,2019-12-12,Active,2024-06-12
100000008521,5324,18,1,195963,2026-01-28,Active,2026-02-22
100000008522,5325,38,1,77877,2018-03-23,Active,2019-06-08
100000008523,5325,86,1,45910,2023-10-26,Active,2025-08-18
100000008524,5326,93,1,25501,2018-07-15,Active,2024-02-16
100000008525,5326,84,1,276479,2016-12-29,Active,2026-05-23
100000008526,5327,110,1,169560,2018-07-21,Active,2021-09-22
100000008527,5328,116,1,60396,2020-06-26,Active,2025-05-06
100000008528,5329,14,1,39828,2020-05-22,Active,2025-10-05
100000008529,5330,94,1,146184,2020-12-31,Active,2024-01-14
100000008530,5331,34,1,264068,2025-05-30,Active,2026-03-07
100000008531,5332,87,3,66332,2020-01-13,Active,2020-07-22
100000008532,5333,89,1,136910,2025-06-06,Active,2025-06-12
100000008533,5333,22,1,107178,2021-09-26,Active,2026-03-02
100000008534,5334,83,1,289442,2020-01-10,Active,2022-10-15
100000008535,5335,6,2,1218004,2019-09-26,Active,2020-07-24
100000008536,5335,26,1,118491,2021-07-29,Active,2022-09-01
100000008537,5336,71,1,120043,2020-04-19,Active,2024-12-03
100000008538,5336,1,1,96353,2020-01-21,Inactive,2022-09-13
100000008539,5337,74,1,124545,2018-04-23,Active,2026-06-23
100000008540,5338,80,2,906830,2026-05-15,Active,2026-06-07
100000008541,5338,43,3,200749,2022-12-16,Active,2024-09-11
100000008542,5339,31,1,277502,2016-09-06,Active,2021-08-26
100000008543,5339,79,1,174185,2022-10-07,Active,2024-06-23
100000008544,5340,91,2,1163767,2017-03-23,Active,2022-11-02
100000008545,5340,58,2,281165,2025-07-05,Inactive,2025-07-16
100000008546,5341,54,1,168377,2024-01-09,Active,2025-05-20
100000008547,5341,60,1,22259,2017-09-06,Active,2023-04-25
100000008548,5342,26,1,103157,2022-04-07,Active,2022-07-26
100000008549,5342,39,1,122876,2026-03-26,Active,2026-04-19
100000008550,5343,38,1,124115,2016-08-24,Active,2023-06-16
100000008551,5344,3,1,157012,2025-04-05,Active,2026-03-25
100000008552,5345,63,1,200093,2023-12-15,Active,2024-10-18
100000008553,5345,6,2,1266876,2022-04-13,Active,2025-12-09
100000008554,5346,39,4,4440351,2018-11-29,Active,2024-01-16
100000008555,5346,45,1,218658,2025-06-25,Active,2025-07-04
100000008556,5347,37,1,36772,2022-07-23,Active,2025-04-04
100000008557,5347,78,2,1327973,2019-05-20,Active,2020-11-09
100000008558,5348,17,1,28818,2023-01-01,Active,2024-06-07
100000008559,5348,60,1,293383,2021-04-10,Active,2023-04-27
100000008560,5349,48,1,104484,2019-08-10,Active,2021-09-20
100000008561,5349,84,1,133919,2025-06-10,Active,2026-04-26
100000008562,5349,2,4,2355203,2017-03-11,Active,2026-03-07
100000008563,5350,100,4,1508397,2025-02-21,Active,2026-02-16
100000008564,5350,69,3,70685,2021-10-19,Active,2024-04-08
100000008565,5350,63,2,977017,2016-10-31,Active,2023-06-21
100000008566,5351,114,2,472237,2024-09-06,Active,2026-06-24
100000008567,5351,13,1,128050,2025-05-14,Active,2026-01-06
100000008568,5352,112,1,94606,2023-07-27,Active,2026-06-26
100000008569,5352,9,1,175348,2022-03-09,Active,2024-07-04
100000008570,5353,103,2,401478,2017-10-24,Active,2022-03-24
100000008571,5354,85,4,1150910,2026-06-19,Active,2026-06-21
100000008572,5354,111,1,275673,2019-08-07,Active,2025-02-08
100000008573,5354,35,1,25065,2023-12-05,Active,2025-05-01
100000008574,5355,16,1,299152,2018-04-19,Active,2023-08-24
100000008575,5356,19,1,19951,2017-02-02,Active,2017-05-02
100000008576,5356,67,1,168966,2021-04-23,Active,2021-04-23
100000008577,5357,11,3,205380,2026-06-05,Active,2026-06-28
100000008578,5358,40,1,266111,2024-09-15,Active,2025-11-10
100000008579,5358,7,1,261365,2020-12-22,Active,2025-06-06
100000008580,5358,52,4,4894726,2022-02-07,Active,2022-08-16
100000008581,5359,14,4,3851960,2016-12-22,Active,2023-04-21
100000008582,5360,42,1,73517,2023-07-18,Active,2025-01-12
100000008583,5361,112,2,451486,2019-09-21,Inactive,2024-09-03
100000008584,5362,35,1,78403,2022-08-27,Active,2024-06-11
100000008585,5362,47,1,74580,2021-01-25,Active,2023-07-16
100000008586,5363,90,1,24628,2025-05-24,Active,2025-09-22
100000008587,5364,40,1,251800,2018-07-19,Active,2019-08-26
100000008588,5364,63,1,298264,2024-02-18,Active,2024-04-07
100000008589,5364,93,1,81507,2022-06-05,Active,2022-11-13
100000008590,5365,65,1,204093,2020-03-19,Inactive,2020-12-02
100000008591,5366,42,2,530123,2024-05-02,Active,2026-06-23
100000008592,5366,49,1,137230,2016-12-19,Active,2019-12-18
100000008593,5367,67,1,215661,2026-01-29,Active,2026-03-09
100000008594,5368,81,4,568167,2023-11-08,Active,2026-01-10
100000008595,5369,109,1,147214,2016-08-23,Active,2025-12-11
100000008596,5369,117,2,520530,2024-07-11,Active,2025-05-26
100000008597,5369,81,2,179276,2017-08-15,Active,2023-01-14
100000008598,5370,66,1,83534,2026-04-09,Active,2026-06-03
100000008599,5371,61,1,123917,2017-01-29,Active,2022-01-11
100000008600,5371,87,1,47241,2023-11-02,Active,2026-05-29
100000008601,5372,64,4,3600252,2022-08-25,Active,2023-09-07
100000008602,5373,102,1,267946,2016-12-03,Active,2021-12-13
100000008603,5373,112,2,630993,2025-08-16,Active,2025-08-20
100000008604,5374,54,1,244425,2023-10-15,Active,2025-12-12
100000008605,5375,71,2,1161613,2021-12-03,Inactive,2023-09-18
100000008606,5376,82,2,1429692,2018-02-04,Active,2022-08-28
100000008607,5377,92,1,169959,2022-04-02,Active,2026-01-27
100000008608,5377,10,1,124437,2025-02-12,Inactive,2025-05-01
100000008609,5378,89,1,174582,2020-04-06,Active,2021-08-16
100000008610,5379,75,1,67031,2023-07-21,Active,2024-12-27
100000008611,5380,116,1,183247,2016-08-11,Active,2019-05-10
100000008612,5381,103,1,132753,2020-03-10,Active,2025-11-28
100000008613,5382,93,2,231018,2017-04-08,Active,2025-09-29
100000008614,5383,20,2,490490,2025-09-21,Active,2025-12-03
100000008615,5383,37,1,40928,2025-01-31,Active,2025-08-18
100000008616,5384,87,1,69331,2024-11-21,Active,2025-08-29
100000008617,5384,75,4,2005887,2024-05-05,Active,2026-07-01
100000008618,5385,78,1,142367,2017-07-19,Active,2025-04-27
100000008619,5386,97,1,47973,2020-09-23,Active,2025-06-29
100000008620,5386,13,1,229288,2017-09-13,Active,2017-12-19
100000008621,5387,15,2,1225513,2024-11-20,Active,2026-01-10
100000008622,5387,78,1,274131,2022-11-25,Active,2025-12-20
100000008623,5388,51,1,231761,2018-07-02,Active,2019-07-12
100000008624,5388,92,3,49375,2018-02-05,Active,2021-02-14
100000008625,5388,54,3,83056,2021-10-03,Active,2025-05-17
100000008626,5389,102,1,109134,2016-11-02,Active,2022-04-30
100000008627,5389,58,1,29919,2025-07-15,Active,2025-07-15
100000008628,5390,112,1,261287,2020-01-08,Active,2025-02-06
100000008629,5390,65,1,272814,2019-02-16,Active,2019-06-27
100000008630,5391,98,1,137879,2023-06-07,Active,2025-10-29
100000008631,5392,38,1,137304,2018-06-11,Active,2026-03-01
100000008632,5392,35,1,173088,2025-09-10,Active,2026-01-10
100000008633,5393,56,1,12637,2020-04-29,Active,2020-10-29
100000008634,5394,120,1,265000,2018-06-10,Active,2018-11-27
100000008635,5394,106,1,243412,2019-02-13,Inactive,2025-09-09
100000008636,5395,84,1,256607,2016-09-24,Active,2022-06-24
100000008637,5396,97,1,81007,2016-08-15,Active,2016-10-30
100000008638,5396,6,1,148188,2025-08-19,Active,2026-03-21
100000008639,5397,41,1,44001,2022-02-28,Active,2026-04-15
100000008640,5398,2,1,269923,2022-11-22,Active,2025-11-25
100000008641,5399,45,1,125641,2020-07-15,Active,2023-02-06
100000008642,5400,38,4,3372633,2019-05-06,Active,2023-10-10
100000008643,5401,6,1,183895,2020-01-30,Active,2020-08-19
100000008644,5402,116,4,4870903,2024-11-04,Active,2025-03-02
100000008645,5403,99,3,59372,2025-09-29,Active,2025-10-30
100000008646,5403,51,1,27538,2019-09-22,Active,2020-05-25
100000008647,5404,21,1,97873,2017-11-18,Active,2024-06-04
100000008648,5405,67,3,86994,2020-11-21,Active,2023-12-14
100000008649,5406,87,1,42474,2024-09-05,Active,2026-01-16
100000008650,5406,9,1,103192,2017-03-25,Active,2019-08-11
100000008651,5407,120,1,253643,2018-07-10,Active,2023-10-15
100000008652,5408,8,2,802838,2023-07-13,Active,2023-08-22
100000008653,5408,79,2,1355844,2025-01-18,Active,2025-12-18
100000008654,5409,107,3,131080,2020-07-19,Active,2026-01-04
100000008655,5409,115,3,47615,2017-09-10,Active,2023-06-26
100000008656,5410,79,1,196319,2021-08-10,Active,2023-12-03
100000008657,5410,47,1,251385,2019-04-17,Active,2026-05-03
100000008658,5411,104,2,573553,2022-05-13,Active,2024-01-20
100000008659,5411,15,4,3749397,2023-03-28,Active,2025-03-18
100000008660,5412,85,2,867455,2018-10-24,Active,2023-02-03
100000008661,5413,28,1,113507,2023-06-28,Active,2026-01-11
100000008662,5413,70,1,109623,2026-03-12,Active,2026-07-02
100000008663,5413,68,2,816789,2020-07-02,Active,2023-06-17
100000008664,5414,94,2,92084,2019-01-07,Active,2026-05-24
100000008665,5415,79,1,140844,2017-09-11,Active,2018-01-28
100000008666,5415,29,1,64129,2022-06-10,Active,2025-02-27
100000008667,5416,12,2,325270,2022-05-04,Active,2022-11-17
100000008668,5416,78,1,65074,2022-01-04,Active,2025-12-18
100000008669,5416,43,2,1324037,2021-11-14,Active,2025-02-28
100000008670,5417,66,3,107703,2024-10-31,Active,2025-02-10
100000008671,5417,81,4,572113,2022-09-15,Active,2024-05-31
100000008672,5418,105,1,90289,2017-08-23,Active,2024-01-31
100000008673,5419,54,1,147216,2019-03-24,Active,2025-08-09
100000008674,5419,53,1,196502,2023-02-01,Active,2025-05-22
100000008675,5420,5,1,38169,2025-08-24,Active,2025-09-03
100000008676,5421,54,1,119612,2019-12-14,Active,2020-05-19
100000008677,5421,48,1,246656,2021-11-10,Active,2023-05-10
100000008678,5422,69,2,1223102,2024-10-26,Active,2025-02-13
100000008679,5423,78,3,197714,2018-09-18,Active,2022-07-13
100000008680,5424,91,1,59232,2026-02-20,Inactive,2026-03-23
100000008681,5424,65,2,1327299,2018-04-04,Active,2018-11-23
100000008682,5425,44,4,625929,2017-05-15,Active,2026-05-23
100000008683,5426,75,1,184699,2025-03-29,Active,2025-05-25
100000008684,5426,35,1,172562,2024-07-04,Active,2024-11-23
100000008685,5427,108,1,19446,2020-01-17,Active,2025-10-22
100000008686,5427,4,2,384920,2021-10-15,Active,2024-05-31
100000008687,5428,84,1,54843,2023-07-08,Active,2024-07-28
100000008688,5428,101,4,955504,2022-07-10,Active,2022-12-10
100000008689,5428,15,1,68705,2024-04-06,Active,2025-12-13
100000008690,5429,9,1,212438,2019-03-10,Active,2022-12-22
100000008691,5429,111,2,334915,2022-09-14,Active,2026-03-28
100000008692,5430,51,1,108161,2026-02-09,Active,2026-04-07
100000008693,5431,78,1,18479,2023-11-06,Active,2024-01-04
100000008694,5432,104,1,147432,2024-12-27,Active,2026-06-05
100000008695,5432,99,2,986634,2024-03-25,Active,2026-05-25
100000008696,5433,59,1,219579,2017-07-22,Active,2020-03-24
100000008697,5434,55,1,219596,2022-11-03,Active,2023-12-15
100000008698,5435,20,1,123388,2025-06-23,Active,2026-04-28
100000008699,5436,20,1,46749,2017-08-11,Active,2018-03-03
100000008700,5437,64,1,224593,2022-12-09,Active,2024-05-26
100000008701,5438,108,2,1006871,2024-06-20,Active,2024-10-28
100000008702,5439,1,1,114424,2026-03-06,Active,2026-03-11
100000008703,5439,87,4,3730473,2018-10-02,Active,2022-12-14
100000008704,5440,66,4,2180919,2018-08-27,Active,2023-06-17
100000008705,5440,25,2,1441307,2019-02-05,Active,2021-09-25
100000008706,5441,69,1,223998,2020-05-18,Active,2022-01-12
100000008707,5441,31,1,34660,2021-11-28,Active,2025-11-12
100000008708,5441,20,1,135269,2017-07-04,Active,2022-12-26
100000008709,5442,99,2,207369,2024-02-08,Active,2025-05-22
100000008710,5442,110,1,294820,2025-05-09,Active,2026-03-20
100000008711,5443,26,1,165350,2023-08-06,Active,2024-05-07
100000008712,5443,2,1,199945,2021-05-31,Active,2025-03-15
100000008713,5444,71,1,66800,2021-12-15,Active,2026-04-15
100000008714,5444,108,2,1339370,2017-08-13,Active,2022-09-15
100000008715,5445,119,2,420446,2024-11-19,Active,2025-06-07
100000008716,5446,24,1,198581,2023-08-05,Active,2023-11-11
100000008717,5446,22,1,121793,2023-07-27,Active,2026-04-12
100000008718,5446,6,1,6726,2017-06-30,Active,2024-08-31
100000008719,5447,32,1,38968,2024-12-22,Active,2025-06-08
100000008720,5447,107,3,6240,2020-06-07,Active,2022-01-23
100000008721,5448,18,1,100437,2017-05-09,Active,2025-04-02
100000008722,5448,43,1,131413,2020-09-17,Active,2025-06-01
100000008723,5448,43,1,89839,2022-10-02,Active,2025-04-19
100000008724,5449,40,1,290365,2018-01-23,Active,2024-05-06
100000008725,5450,51,1,26699,2016-08-26,Active,2017-03-04
100000008726,5451,12,1,116105,2022-01-05,Active,2025-07-04
100000008727,5451,35,3,67556,2019-06-27,Active,2025-01-30
100000008728,5452,61,1,276586,2024-12-05,Active,2026-05-29
100000008729,5452,116,3,131910,2021-10-25,Active,2022-12-10
100000008730,5453,49,1,214056,2021-08-18,Active,2023-09-29
100000008731,5453,19,2,838779,2025-05-08,Active,2026-01-25
100000008732,5454,20,1,30825,2025-08-15,Active,2025-09-18
100000008733,5454,45,2,287282,2017-10-16,Active,2026-02-11
100000008734,5455,99,1,116379,2022-10-21,Active,2025-01-22
100000008735,5455,91,4,4872986,2022-12-17,Active,2023-05-12
100000008736,5456,79,1,22322,2023-08-23,Active,2023-09-11
100000008737,5457,45,4,2891130,2022-02-14,Active,2022-07-06
100000008738,5458,88,4,922204,2023-07-17,Active,2024-01-28
100000008739,5459,53,1,211131,2025-12-25,Active,2026-07-01
100000008740,5459,52,3,148149,2021-12-20,Active,2023-10-02
100000008741,5460,102,1,110358,2017-01-30,Active,2022-01-21
100000008742,5461,111,1,179162,2025-01-16,Active,2025-09-24
100000008743,5461,106,1,122410,2024-03-11,Active,2025-05-16
100000008744,5462,44,2,42176,2021-06-07,Active,2025-02-02
100000008745,5462,35,1,174775,2017-02-18,Inactive,2018-01-22
100000008746,5463,29,2,458815,2025-05-26,Active,2026-05-12
100000008747,5464,42,1,283274,2021-05-24,Active,2024-01-14
100000008748,5465,6,1,25156,2017-08-12,Active,2023-08-05
100000008749,5465,2,1,203605,2020-06-21,Active,2021-01-21
100000008750,5466,5,1,29314,2019-04-18,Active,2023-09-18
100000008751,5466,20,2,521227,2021-05-29,Active,2026-04-30
100000008752,5467,38,2,476826,2023-08-08,Active,2024-02-20
100000008753,5468,97,2,428972,2023-04-12,Active,2024-05-21
100000008754,5469,55,1,138846,2025-12-23,Active,2026-03-20
100000008755,5469,39,1,181437,2019-12-29,Active,2024-11-28
100000008756,5469,97,1,51151,2017-07-04,Active,2024-10-06
100000008757,5470,6,1,212409,2022-11-16,Active,2025-10-17
100000008758,5470,32,1,269239,2016-08-14,Active,2019-01-22
100000008759,5471,15,2,607317,2017-10-27,Active,2026-03-30
100000008760,5471,94,1,212078,2022-11-28,Active,2024-03-24
100000008761,5472,78,1,185329,2026-05-17,Inactive,2026-05-18
100000008762,5473,53,2,1238428,2020-06-20,Active,2023-04-06
100000008763,5473,15,1,284025,2025-11-19,Active,2026-05-28
100000008764,5474,112,2,230407,2017-07-19,Active,2023-03-16
100000008765,5474,112,1,11152,2019-07-25,Active,2024-08-14
100000008766,5475,70,1,238637,2019-08-16,Active,2020-10-21
100000008767,5475,3,1,191824,2024-02-19,Active,2025-05-17
100000008768,5476,87,2,483852,2018-06-17,Active,2022-06-27
100000008769,5477,50,2,252094,2025-04-07,Active,2025-04-11
100000008770,5478,34,1,49461,2022-04-20,Active,2026-05-23
100000008771,5478,113,1,114604,2016-11-18,Active,2018-08-02
100000008772,5479,101,1,184170,2023-09-04,Active,2024-09-26
100000008773,5480,64,1,172197,2018-07-28,Active,2022-04-05
100000008774,5481,81,1,127760,2019-10-21,Active,2020-09-18
100000008775,5481,51,4,157627,2025-12-23,Active,2026-04-22
100000008776,5481,102,1,233913,2023-03-25,Active,2023-05-16
100000008777,5482,98,1,150756,2019-07-20,Active,2022-12-03
100000008778,5483,3,2,112200,2017-05-23,Active,2025-06-24
100000008779,5483,65,1,156914,2018-08-18,Inactive,2024-12-21
100000008780,5484,91,4,3875648,2019-03-11,Inactive,2024-12-23
