customer_code,first_name,last_name,gender,date_of_birth,email,phone,city,state,annual_income,credit_score,join_date,customer_status
CUST002015,Shreya,Gupta,Female,1989-06-15,shreya.gupta2015@gmail.com,9068904149,Chandigarh,Punjab,1931285,858,2019-01-22,Active
CUST002016,Nandini,Kulkarni,Female,1988-11-20,nandini.kulkarni2016@gmail.com,7176200006,Bhopal,Madhya Pradesh,953079,403,2020-04-11,Active
CUST002017,Aman,Jain,Male,1960-04-08,aman.jain2017@gmail.com,7546009337,Lucknow,Uttar Pradesh,490355,732,2022-06-22,Active
CUST002018,Meera,Patel,Female,1962-04-02,meera.patel2018@gmail.com,7614212761,Chennai,Tamil Nadu,394336,570,2020-05-28,Active
CUST002019,Karan,Joshi,Male,2004-11-28,karan.joshi2019@gmail.com,9073002693,Jaipur,Rajasthan,2457988,433,2021-12-12,Active
CUST002020,Siddharth,Verma,Male,2005-09-08,siddharth.verma2020@gmail.com,8127922150,Kochi,Kerala,1927991,382,2018-12-11,Active
CUST002021,Meera,Patel,Female,1954-12-10,meera.patel2021@gmail.com,9869674127,Kolkata,West Bengal,2929892,769,2020-02-15,Active
CUST002022,Ishita,Reddy,Female,1959-12-18,ishita.reddy2022@gmail.com,9831267073,Kochi,Kerala,373311,886,2022-06-18,Active
CUST002023,Siddharth,Reddy,Male,1967-01-10,siddharth.reddy2023@gmail.com,9436438943,Kanpur,Uttar Pradesh,2046787,515,2017-12-25,Active
CUST002024,Karan,Pandey,Male,1969-12-09,karan.pandey2024@gmail.com,8735473590,Chennai,Tamil Nadu,2775112,810,2019-02-28,Active
CUST002025,Krishna,Mishra,Male,1963-07-07,krishna.mishra2025@gmail.com,7716896031,Bhopal,Madhya Pradesh,2139559,664,2018-12-02,Active
CUST002026,Arjun,Das,Male,1998-03-24,arjun.das2026@gmail.com,6906694152,Surat,Gujarat,2595947,491,2022-05-08,Active
CUST002027,Krishna,Kulkarni,Male,1963-04-02,krishna.kulkarni2027@gmail.com,8970677606,Kochi,Kerala,1485242,367,2026-06-03,Active
CUST002028,Manav,Reddy,Male,1962-09-16,manav.reddy2028@gmail.com,7347355172,Lucknow,Uttar Pradesh,2525664,365,2018-05-25,Active
CUST002029,Radhika,Joshi,Female,1987-03-24,radhika.joshi2029@gmail.com,8883836563,Nagpur,Maharashtra,1118251,304,2021-02-19,Active
CUST002030,Manav,Kulkarni,Male,1984-03-15,manav.kulkarni2030@gmail.com,9950066293,Bhopal,Madhya Pradesh,2313100,863,2023-08-27,Active
CUST002031,Manav,Gupta,Male,1980-04-02,manav.gupta2031@gmail.com,6115442133,Kolkata,West Bengal,833980,790,2022-01-03,Active
CUST002032,Manav,Chauhan,Male,1988-04-28,manav.chauhan2032@gmail.com,9993443392,Ahmedabad,Gujarat,2767787,599,2020-11-15,Active
CUST002033,Rishi,Iyer,Male,1972-03-07,rishi.iyer2033@gmail.com,6554465291,Pune,Maharashtra,2580397,883,2022-09-21,Active
CUST002034,Rishi,Chauhan,Male,2000-03-12,rishi.chauhan2034@gmail.com,9358280706,Nagpur,Maharashtra,1118616,655,2017-10-18,Active
CUST002035,Mohit,Sharma,Male,1975-03-12,mohit.sharma2035@gmail.com,7017741559,Patna,Bihar,1159105,390,2022-05-16,Active
CUST002036,Aditya,Joshi,Male,1979-06-30,aditya.joshi2036@gmail.com,9560561021,Jaipur,Rajasthan,2660998,786,2018-02-24,Active
CUST002037,Rahul,Chauhan,Male,1998-01-05,rahul.chauhan2037@gmail.com,6758551994,Mumbai,Maharashtra,1453836,840,2019-06-12,Active
CUST002038,Karan,Mehta,Male,1959-03-13,karan.mehta2038@gmail.com,7450811158,Bhopal,Madhya Pradesh,1535675,448,2019-12-12,Inactive
CUST002039,Rishi,Mehta,Male,1963-11-10,rishi.mehta2039@gmail.com,8931368195,Kolkata,West Bengal,1294937,701,2021-06-21,Active
CUST002040,Aarav,Chauhan,Male,1984-11-25,aarav.chauhan2040@gmail.com,8825751027,Jaipur,Rajasthan,1694661,525,2019-03-18,Active
CUST002041,Shivam,Jain,Male,1977-04-11,shivam.jain2041@gmail.com,8332579568,Pune,Maharashtra,1168967,410,2020-11-29,Active
CUST002042,Ayush,Reddy,Male,1955-03-18,ayush.reddy2042@gmail.com,6834611875,Mumbai,Maharashtra,2072367,556,2016-12-21,Active
CUST002043,Nandini,Yadav,Female,1989-12-30,nandini.yadav2043@gmail.com,6918611486,Kanpur,Uttar Pradesh,441698,504,2017-06-09,Active
CUST002044,Kavya,Singh,Female,1984-05-18,kavya.singh2044@gmail.com,8821293314,Surat,Gujarat,1813799,308,2018-08-29,Active
CUST002045,Sakshi,Nair,Female,1995-07-23,sakshi.nair2045@gmail.com,7027832679,Kanpur,Uttar Pradesh,2896986,362,2026-04-30,Active
CUST002046,Ritik,Yadav,Male,1954-11-29,ritik.yadav2046@gmail.com,7681529719,Bengaluru,Karnataka,2196574,498,2022-10-28,Active
CUST002047,Riya,Pandey,Female,1997-01-17,riya.pandey2047@gmail.com,7089177827,Patna,Bihar,2323784,740,2020-03-18,Active
CUST002048,Sakshi,Verma,Female,1980-05-21,sakshi.verma2048@gmail.com,8749847568,Bhopal,Madhya Pradesh,2117241,849,2019-06-04,Active
CUST002049,Rahul,Sharma,Male,1993-10-25,rahul.sharma2049@gmail.com,6475202608,Pune,Maharashtra,1019677,828,2017-01-29,Active
CUST002050,Ananya,Das,Female,1991-11-17,ananya.das2050@gmail.com,6195377503,Bhopal,Madhya Pradesh,2250244,716,2023-02-08,Active
CUST002051,Nandini,Reddy,Female,1966-01-25,nandini.reddy2051@gmail.com,9948390422,Mumbai,Maharashtra,2854714,399,2021-06-01,Inactive
CUST002052,Simran,Joshi,Female,1952-10-01,simran.joshi2052@gmail.com,9375755530,Kochi,Kerala,1611790,462,2021-04-07,Active
CUST002053,Raj,Sharma,Male,2002-09-30,raj.sharma2053@gmail.com,8109614621,Chennai,Tamil Nadu,1099309,841,2021-06-21,Inactive
CUST002054,Arjun,Gupta,Male,2000-05-21,arjun.gupta2054@gmail.com,7831616331,Patna,Bihar,751578,329,2020-05-16,Active
CUST002055,Rishi,Kapoor,Male,1961-04-09,rishi.kapoor2055@gmail.com,9173241089,Chandigarh,Punjab,1208812,570,2016-09-05,Active
CUST002056,Sneha,Singh,Female,1978-02-09,sneha.singh2056@gmail.com,9617841699,Gurgaon,Haryana,286643,615,2024-12-23,Active
CUST002057,Mohit,Joshi,Male,2003-03-30,mohit.joshi2057@gmail.com,9403078259,Hyderabad,Telangana,2871362,605,2021-03-26,Active
CUST002058,Manav,Joshi,Male,1977-01-11,manav.joshi2058@gmail.com,8968739820,Lucknow,Uttar Pradesh,695748,893,2016-10-23,Active
CUST002059,Sakshi,Sharma,Female,1992-02-10,sakshi.sharma2059@gmail.com,9661334143,Lucknow,Uttar Pradesh,1794752,712,2018-02-26,Active
CUST002060,Mohit,Bose,Male,1977-12-15,mohit.bose2060@gmail.com,9250260112,Mumbai,Maharashtra,2104595,627,2026-04-14,Active
CUST002061,Meera,Patel,Female,2003-11-28,meera.patel2061@gmail.com,6535231570,Chandigarh,Punjab,2942478,308,2016-09-15,Active
CUST002062,Khushi,Reddy,Female,1972-05-01,khushi.reddy2062@gmail.com,9022312467,Bhopal,Madhya Pradesh,1082648,647,2018-02-03,Active
CUST002063,Rishi,Yadav,Male,1964-02-23,rishi.yadav2063@gmail.com,7641342060,Ahmedabad,Gujarat,1664643,587,2016-10-07,Active
CUST002064,Akash,Pandey,Male,1992-11-03,akash.pandey2064@gmail.com,9541100429,Gurgaon,Haryana,420694,861,2020-09-14,Active
CUST002065,Diya,Mehta,Female,1972-12-27,diya.mehta2065@gmail.com,9281657215,Mumbai,Maharashtra,1886389,792,2025-02-21,Active
CUST002066,Sakshi,Agarwal,Female,2004-07-29,sakshi.agarwal2066@gmail.com,8571923438,Jaipur,Rajasthan,573860,565,2023-06-14,Active
CUST002067,Ayush,Agarwal,Male,2008-03-02,ayush.agarwal2067@gmail.com,8700694801,Hyderabad,Telangana,395452,314,2016-11-01,Active
CUST002068,Ritik,Chauhan,Male,1965-08-06,ritik.chauhan2068@gmail.com,8330888273,Noida,Uttar Pradesh,1353442,836,2023-08-16,Active
CUST002069,Ritik,Jain,Male,1980-06-02,ritik.jain2069@gmail.com,9052432585,Patna,Bihar,1718920,493,2019-12-01,Inactive
CUST002070,Sakshi,Mishra,Female,2006-06-12,sakshi.mishra2070@gmail.com,8717257890,Lucknow,Uttar Pradesh,2442628,460,2023-06-09,Active
CUST002071,Ananya,Jain,Female,1963-06-07,ananya.jain2071@gmail.com,6937491161,Hyderabad,Telangana,598847,771,2025-11-11,Active
CUST002072,Manav,Yadav,Male,2000-04-29,manav.yadav2072@gmail.com,6876285701,Chandigarh,Punjab,2062925,823,2017-09-02,Active
CUST002073,Sakshi,Patel,Female,1959-04-02,sakshi.patel2073@gmail.com,9095786619,Indore,Madhya Pradesh,2658531,888,2025-05-30,Active
CUST002074,Aditi,Jain,Female,1994-09-26,aditi.jain2074@gmail.com,6106616450,Kolkata,West Bengal,1489547,849,2023-06-24,Inactive
CUST002075,Khushi,Agarwal,Female,1994-07-01,khushi.agarwal2075@gmail.com,6402940311,Chennai,Tamil Nadu,2499172,646,2025-12-02,Active
CUST002076,Akash,Yadav,Male,1965-01-11,akash.yadav2076@gmail.com,7453488093,Patna,Bihar,277058,465,2024-04-10,Active
CUST002077,Varun,Das,Male,1995-11-19,varun.das2077@gmail.com,9159223391,Chennai,Tamil Nadu,2366439,562,2026-05-30,Active
CUST002078,Simran,Bose,Female,1950-12-14,simran.bose2078@gmail.com,7962320836,Delhi,Delhi,2830575,554,2023-02-28,Active
CUST002079,Aarav,Chauhan,Male,1964-08-08,aarav.chauhan2079@gmail.com,9781483626,Kochi,Kerala,1827694,420,2025-08-24,Active
CUST002080,Rishi,Mehta,Male,1985-10-01,rishi.mehta2080@gmail.com,6085341423,Patna,Bihar,1603816,843,2021-08-11,Active
CUST002081,Vivaan,Nair,Male,1966-01-19,vivaan.nair2081@gmail.com,8700969408,Chandigarh,Punjab,728775,853,2023-01-09,Active
CUST002082,Nikhil,Verma,Male,1954-02-08,nikhil.verma2082@gmail.com,8577224432,Delhi,Delhi,895665,313,2022-08-14,Active
CUST002083,Aanya,Sharma,Female,1984-02-10,aanya.sharma2083@gmail.com,8305401130,Kanpur,Uttar Pradesh,2564869,640,2025-08-02,Inactive
CUST002084,Nandini,Kapoor,Female,1957-11-19,nandini.kapoor2084@gmail.com,6717466295,Lucknow,Uttar Pradesh,2434431,515,2017-11-28,Active
CUST002085,Pooja,Das,Female,1988-09-18,pooja.das2085@gmail.com,6814147718,Bengaluru,Karnataka,583394,383,2025-11-02,Active
CUST002086,Ishita,Chauhan,Female,1995-05-22,ishita.chauhan2086@gmail.com,9630356365,Delhi,Delhi,837021,421,2019-11-12,Active
CUST002087,Siddharth,Nair,Male,1981-10-02,siddharth.nair2087@gmail.com,8758728292,Kolkata,West Bengal,544048,648,2024-08-23,Active
CUST002088,Rishi,Kulkarni,Male,1980-06-01,rishi.kulkarni2088@gmail.com,7994936851,Surat,Gujarat,819988,815,2020-02-16,Active
CUST002089,Aditi,Iyer,Female,1953-04-09,aditi.iyer2089@gmail.com,7009888534,Chandigarh,Punjab,1708942,451,2025-07-22,Inactive
CUST002090,Aarav,Jain,Male,1985-11-10,aarav.jain2090@gmail.com,6544783035,Indore,Madhya Pradesh,1608454,776,2019-11-21,Active
CUST002091,Shreya,Gupta,Female,1963-01-13,shreya.gupta2091@gmail.com,9155633806,Kanpur,Uttar Pradesh,1779712,711,2025-10-30,Active
CUST002092,Riya,Iyer,Female,1959-05-22,riya.iyer2092@gmail.com,8325558029,Surat,Gujarat,2504987,327,2019-07-22,Active
CUST002093,Vivaan,Pandey,Male,1987-01-09,vivaan.pandey2093@gmail.com,9243553572,Indore,Madhya Pradesh,987368,800,2022-09-03,Active
CUST002094,Aditi,Iyer,Female,1962-12-22,aditi.iyer2094@gmail.com,6443322709,Ahmedabad,Gujarat,565234,352,2021-03-09,Active
CUST002095,Varun,Yadav,Male,2008-05-27,varun.yadav2095@gmail.com,8910806738,Chennai,Tamil Nadu,1553804,616,2022-09-22,Active
CUST002096,Anjali,Pandey,Female,1970-10-09,anjali.pandey2096@gmail.com,6425114738,Nagpur,Maharashtra,2774435,767,2022-06-10,Active
CUST002097,Ishita,Iyer,Female,1978-06-23,ishita.iyer2097@gmail.com,7855179711,Lucknow,Uttar Pradesh,411096,810,2017-02-10,Active
CUST002098,Rohan,Iyer,Male,1982-10-28,rohan.iyer2098@gmail.com,7126271974,Nagpur,Maharashtra,2462793,366,2016-11-12,Active
CUST002099,Simran,Yadav,Female,1961-11-26,simran.yadav2099@gmail.com,9634308396,Chandigarh,Punjab,362899,435,2024-09-11,Active
CUST002100,Ritik,Gupta,Male,2005-06-28,ritik.gupta2100@gmail.com,6979260279,Lucknow,Uttar Pradesh,1065813,625,2024-02-06,Active
CUST002101,Ananya,Agarwal,Female,1955-08-14,ananya.agarwal2101@gmail.com,7298413800,Bhopal,Madhya Pradesh,2716996,832,2022-08-06,Active
CUST002102,Raj,Reddy,Male,1953-05-24,raj.reddy2102@gmail.com,8187325253,Indore,Madhya Pradesh,2886249,367,2024-02-12,Active
CUST002103,Sakshi,Patel,Female,1987-10-06,sakshi.patel2103@gmail.com,8737365697,Patna,Bihar,495430,731,2019-03-28,Active
CUST002104,Rahul,Singh,Male,1972-03-02,rahul.singh2104@gmail.com,7994271137,Chandigarh,Punjab,1288810,866,2025-11-03,Active
CUST002105,Aarav,Sharma,Male,1970-11-19,aarav.sharma2105@gmail.com,7764959577,Indore,Madhya Pradesh,985914,807,2025-05-31,Active
CUST002106,Pooja,Mehta,Female,1997-02-15,pooja.mehta2106@gmail.com,8234184568,Kolkata,West Bengal,1665098,848,2023-12-14,Active
CUST002107,Varun,Jain,Male,1981-10-25,varun.jain2107@gmail.com,7630930088,Gurgaon,Haryana,644374,729,2021-10-16,Active
CUST002108,Ayush,Gupta,Male,1999-10-28,ayush.gupta2108@gmail.com,9829630869,Kochi,Kerala,1598441,514,2016-11-09,Active
CUST002109,Simran,Mishra,Female,2005-05-28,simran.mishra2109@gmail.com,7847879730,Lucknow,Uttar Pradesh,406005,355,2023-07-22,Active
CUST002110,Diya,Mehta,Female,1962-04-04,diya.mehta2110@gmail.com,7509957905,Bengaluru,Karnataka,1228834,370,2025-12-07,Active
CUST002111,Radhika,Nair,Female,1976-04-24,radhika.nair2111@gmail.com,7710720025,Pune,Maharashtra,1343596,870,2017-01-11,Active
CUST002112,Ayush,Jain,Male,1994-11-04,ayush.jain2112@gmail.com,6616240487,Mumbai,Maharashtra,2963724,379,2023-08-20,Active
CUST002113,Radhika,Sharma,Female,1962-02-24,radhika.sharma2113@gmail.com,7411021607,Kolkata,West Bengal,2563234,801,2026-02-27,Inactive
CUST002114,Mohit,Yadav,Male,1987-06-08,mohit.yadav2114@gmail.com,6788557712,Kanpur,Uttar Pradesh,834300,759,2025-09-30,Active
CUST002115,Varun,Pandey,Male,1962-08-05,varun.pandey2115@gmail.com,9532444465,Gurgaon,Haryana,271924,649,2023-03-15,Inactive
CUST002116,Ayush,Mishra,Male,2001-01-01,ayush.mishra2116@gmail.com,7863090062,Hyderabad,Telangana,1064688,409,2026-03-30,Active
CUST002117,Ananya,Yadav,Female,1983-07-29,ananya.yadav2117@gmail.com,9101595860,Surat,Gujarat,469880,786,2017-03-22,Active
CUST002118,Aarav,Gupta,Male,1950-07-04,aarav.gupta2118@gmail.com,8937221283,Surat,Gujarat,1990731,631,2024-05-27,Active
CUST002119,Akash,Chauhan,Male,1950-09-07,akash.chauhan2119@gmail.com,6196397834,Kolkata,West Bengal,1883943,900,2026-04-07,Active
CUST002120,Meera,Gupta,Female,1964-06-11,meera.gupta2120@gmail.com,8981462089,Chandigarh,Punjab,1984351,541,2025-03-27,Active
CUST002121,Radhika,Patel,Female,1963-04-17,radhika.patel2121@gmail.com,7368984485,Nagpur,Maharashtra,1674550,722,2022-01-25,Active
CUST002122,Anjali,Jain,Female,2000-07-05,anjali.jain2122@gmail.com,9607716051,Hyderabad,Telangana,291643,639,2024-05-05,Active
CUST002123,Siddharth,Mehta,Male,2006-03-20,siddharth.mehta2123@gmail.com,9119325800,Hyderabad,Telangana,838341,454,2017-10-31,Active
CUST002124,Manav,Nair,Male,2007-06-07,manav.nair2124@gmail.com,7658495791,Indore,Madhya Pradesh,1796809,384,2021-04-19,Active
CUST002125,Riya,Pandey,Female,1954-09-06,riya.pandey2125@gmail.com,9990268482,Patna,Bihar,1152394,677,2019-05-29,Active
CUST002126,Muskan,Nair,Female,1951-05-01,muskan.nair2126@gmail.com,8022650403,Chennai,Tamil Nadu,500443,362,2019-05-30,Active
CUST002127,Siddharth,Patel,Male,1962-06-21,siddharth.patel2127@gmail.com,6021247055,Chennai,Tamil Nadu,1672685,497,2023-06-16,Active
CUST002128,Sneha,Mehta,Female,1954-08-28,sneha.mehta2128@gmail.com,6942796456,Bhopal,Madhya Pradesh,2590805,862,2019-09-04,Active
CUST002129,Raj,Kulkarni,Male,1983-06-12,raj.kulkarni2129@gmail.com,9209875120,Noida,Uttar Pradesh,922555,508,2024-06-23,Active
CUST002130,Ayush,Mishra,Male,1991-04-30,ayush.mishra2130@gmail.com,9212463666,Patna,Bihar,2938778,801,2023-02-02,Inactive
CUST002131,Ananya,Reddy,Female,1985-06-13,ananya.reddy2131@gmail.com,9829046477,Mumbai,Maharashtra,1754719,834,2023-10-06,Active
CUST002132,Khushi,Verma,Female,1965-01-08,khushi.verma2132@gmail.com,7460250230,Mumbai,Maharashtra,731478,445,2021-07-12,Active
CUST002133,Anjali,Reddy,Female,1979-11-17,anjali.reddy2133@gmail.com,9947856107,Kanpur,Uttar Pradesh,269591,734,2023-11-01,Active
CUST002134,Neha,Jain,Female,1972-09-29,neha.jain2134@gmail.com,6947630588,Chennai,Tamil Nadu,2229241,382,2019-06-05,Active
CUST002135,Manav,Jain,Male,1988-11-27,manav.jain2135@gmail.com,8014517370,Kolkata,West Bengal,2343756,676,2022-08-24,Active
CUST002136,Sakshi,Bose,Female,1999-01-14,sakshi.bose2136@gmail.com,9497169851,Indore,Madhya Pradesh,2847804,767,2020-10-13,Active
CUST002137,Anjali,Kapoor,Female,1968-07-18,anjali.kapoor2137@gmail.com,9480259363,Chennai,Tamil Nadu,1790295,348,2019-11-18,Active
CUST002138,Radhika,Chauhan,Female,1987-11-04,radhika.chauhan2138@gmail.com,7730945237,Ahmedabad,Gujarat,359740,645,2017-08-09,Active
CUST002139,Priya,Kapoor,Female,1959-10-29,priya.kapoor2139@gmail.com,8366000094,Pune,Maharashtra,1368069,562,2022-08-27,Active
CUST002140,Nandini,Mehta,Female,1984-05-06,nandini.mehta2140@gmail.com,6090643238,Surat,Gujarat,2712773,819,2025-11-20,Active
CUST002141,Riya,Jain,Female,1964-08-19,riya.jain2141@gmail.com,9261831581,Chandigarh,Punjab,1804550,502,2023-01-07,Active
CUST002142,Ananya,Iyer,Female,2002-06-30,ananya.iyer2142@gmail.com,9960168087,Chandigarh,Punjab,2782653,305,2020-08-23,Active
CUST002143,Nandini,Jain,Female,2006-12-04,nandini.jain2143@gmail.com,6277712956,Kolkata,West Bengal,662950,801,2021-06-08,Active
CUST002144,Aditi,Agarwal,Female,1958-11-29,aditi.agarwal2144@gmail.com,7355866846,Hyderabad,Telangana,2799611,813,2021-05-10,Active
CUST002145,Raj,Chauhan,Male,1954-11-24,raj.chauhan2145@gmail.com,6486898787,Bengaluru,Karnataka,2978047,749,2018-07-01,Active
CUST002146,Ishita,Singh,Female,1952-04-17,ishita.singh2146@gmail.com,9175843410,Mumbai,Maharashtra,918766,404,2019-08-07,Active
CUST002147,Rishi,Bose,Male,1990-12-30,rishi.bose2147@gmail.com,9533281262,Chandigarh,Punjab,574068,755,2017-09-06,Active
CUST002148,Meera,Nair,Female,1958-12-24,meera.nair2148@gmail.com,7917667108,Hyderabad,Telangana,2469019,767,2016-07-18,Active
CUST002149,Sneha,Joshi,Female,1958-03-06,sneha.joshi2149@gmail.com,6824173410,Nagpur,Maharashtra,1707168,710,2019-11-24,Active
CUST002150,Aditi,Gupta,Female,1996-06-08,aditi.gupta2150@gmail.com,9013929056,Nagpur,Maharashtra,292678,343,2018-05-14,Active
CUST002151,Raj,Yadav,Male,1960-09-30,raj.yadav2151@gmail.com,6149911389,Gurgaon,Haryana,2620874,722,2025-01-01,Active
CUST002152,Kavya,Mishra,Female,1963-09-29,kavya.mishra2152@gmail.com,8202672095,Kochi,Kerala,415133,740,2025-02-05,Active
CUST002153,Khushi,Gupta,Female,1978-10-29,khushi.gupta2153@gmail.com,6221215694,Kochi,Kerala,1609088,441,2024-02-02,Active
CUST002154,Manav,Agarwal,Male,1978-09-23,manav.agarwal2154@gmail.com,9873212257,Kolkata,West Bengal,2481879,407,2019-04-29,Active
CUST002155,Khushi,Bose,Female,1977-04-23,khushi.bose2155@gmail.com,8356019322,Bhopal,Madhya Pradesh,2185918,603,2021-09-30,Inactive
CUST002156,Muskan,Nair,Female,1970-01-20,muskan.nair2156@gmail.com,8826306188,Chandigarh,Punjab,2257991,393,2021-03-06,Inactive
CUST002157,Rohan,Nair,Male,1980-03-10,rohan.nair2157@gmail.com,7826597583,Pune,Maharashtra,1504520,843,2016-07-06,Active
CUST002158,Manav,Sharma,Male,1958-04-14,manav.sharma2158@gmail.com,8753987590,Ahmedabad,Gujarat,443272,600,2021-09-20,Active
CUST002159,Nikhil,Agarwal,Male,1954-09-18,nikhil.agarwal2159@gmail.com,6481675310,Noida,Uttar Pradesh,2616717,760,2024-08-17,Active
CUST002160,Khushi,Singh,Female,1985-02-12,khushi.singh2160@gmail.com,8986862617,Patna,Bihar,324141,843,2024-06-05,Active
CUST002161,Pooja,Verma,Female,1970-05-09,pooja.verma2161@gmail.com,8560578514,Surat,Gujarat,2475214,660,2018-10-14,Active
CUST002162,Siddharth,Kapoor,Male,1974-11-22,siddharth.kapoor2162@gmail.com,8628852475,Noida,Uttar Pradesh,1057539,768,2020-03-17,Active
CUST002163,Shivam,Das,Male,1978-09-02,shivam.das2163@gmail.com,7917429336,Chandigarh,Punjab,2059107,359,2021-09-27,Active
CUST002164,Arjun,Kapoor,Male,1977-06-30,arjun.kapoor2164@gmail.com,8373338743,Kolkata,West Bengal,811188,376,2016-10-29,Active
CUST002165,Simran,Agarwal,Female,1975-10-13,simran.agarwal2165@gmail.com,6758354744,Hyderabad,Telangana,679644,308,2020-12-18,Active
CUST002166,Priya,Kulkarni,Female,2000-12-26,priya.kulkarni2166@gmail.com,7974671972,Kolkata,West Bengal,2441842,359,2022-10-16,Active
CUST002167,Rishi,Singh,Male,1981-12-21,rishi.singh2167@gmail.com,7383112857,Lucknow,Uttar Pradesh,2761882,333,2019-06-23,Active
CUST002168,Shivam,Joshi,Male,1999-01-05,shivam.joshi2168@gmail.com,7286042930,Jaipur,Rajasthan,1742226,534,2021-07-10,Active
CUST002169,Khushi,Joshi,Female,1993-12-08,khushi.joshi2169@gmail.com,9480390061,Nagpur,Maharashtra,966553,720,2019-08-25,Inactive
CUST002170,Neha,Iyer,Female,1961-11-26,neha.iyer2170@gmail.com,7977354221,Kolkata,West Bengal,704461,307,2022-05-23,Active
CUST002171,Karan,Yadav,Male,1998-06-25,karan.yadav2171@gmail.com,7263963215,Lucknow,Uttar Pradesh,1069026,612,2022-07-06,Active
CUST002172,Mohit,Kapoor,Male,2000-04-03,mohit.kapoor2172@gmail.com,8723884434,Gurgaon,Haryana,824831,657,2017-10-04,Active
CUST002173,Shreya,Bose,Female,1951-02-15,shreya.bose2173@gmail.com,7122316238,Lucknow,Uttar Pradesh,2840725,406,2023-05-08,Active
CUST002174,Nikhil,Gupta,Male,1968-05-26,nikhil.gupta2174@gmail.com,6634666493,Gurgaon,Haryana,2854969,483,2026-01-17,Active
CUST002175,Radhika,Chauhan,Female,1991-09-15,radhika.chauhan2175@gmail.com,8373942102,Patna,Bihar,940658,551,2020-10-07,Active
CUST002176,Muskan,Iyer,Female,1984-04-08,muskan.iyer2176@gmail.com,7998148493,Bengaluru,Karnataka,877131,691,2025-11-30,Active
CUST002177,Simran,Singh,Female,1985-07-17,simran.singh2177@gmail.com,9212865609,Hyderabad,Telangana,2552994,784,2020-07-02,Active
CUST002178,Vivaan,Yadav,Male,1976-01-10,vivaan.yadav2178@gmail.com,6716523927,Lucknow,Uttar Pradesh,2760395,664,2023-09-11,Active
CUST002179,Akash,Pandey,Male,1977-01-18,akash.pandey2179@gmail.com,8623050363,Nagpur,Maharashtra,900758,419,2023-07-23,Active
CUST002180,Khushi,Singh,Female,1966-08-17,khushi.singh2180@gmail.com,7857115950,Ahmedabad,Gujarat,1522950,486,2025-11-03,Active
CUST002181,Anjali,Patel,Female,1955-03-16,anjali.patel2181@gmail.com,8898281846,Bengaluru,Karnataka,1604920,419,2022-11-06,Active
CUST002182,Muskan,Kulkarni,Female,2000-08-05,muskan.kulkarni2182@gmail.com,6507572505,Jaipur,Rajasthan,2242059,481,2021-11-21,Active
CUST002183,Varun,Bose,Male,1977-03-15,varun.bose2183@gmail.com,9412244417,Surat,Gujarat,2433956,486,2019-10-13,Active
CUST002184,Ishita,Iyer,Female,1983-03-24,ishita.iyer2184@gmail.com,6512801056,Jaipur,Rajasthan,567855,547,2021-03-15,Active
CUST002185,Simran,Joshi,Female,1998-07-23,simran.joshi2185@gmail.com,9197346733,Surat,Gujarat,757980,606,2019-05-24,Active
CUST002186,Aarav,Kulkarni,Male,1953-05-13,aarav.kulkarni2186@gmail.com,9568371383,Hyderabad,Telangana,365679,685,2026-04-11,Active
CUST002187,Nandini,Pandey,Female,1978-09-25,nandini.pandey2187@gmail.com,8886821838,Lucknow,Uttar Pradesh,1880248,367,2025-11-03,Active
CUST002188,Mohit,Iyer,Male,1993-02-14,mohit.iyer2188@gmail.com,9782149459,Lucknow,Uttar Pradesh,2729171,358,2020-02-07,Active
CUST002189,Diya,Jain,Female,1959-01-26,diya.jain2189@gmail.com,6653299379,Kanpur,Uttar Pradesh,1515204,726,2026-04-24,Active
CUST002190,Rishi,Bose,Male,1953-12-30,rishi.bose2190@gmail.com,8619885265,Gurgaon,Haryana,2001759,452,2019-07-19,Active
CUST002191,Arjun,Reddy,Male,1991-04-08,arjun.reddy2191@gmail.com,8852969185,Surat,Gujarat,2963539,318,2020-12-08,Active
CUST002192,Aanya,Agarwal,Female,1988-05-23,aanya.agarwal2192@gmail.com,6146778373,Nagpur,Maharashtra,406234,769,2019-05-20,Active
CUST002193,Nandini,Jain,Female,2008-05-11,nandini.jain2193@gmail.com,6130877958,Kolkata,West Bengal,2766872,590,2023-07-02,Inactive
CUST002194,Rishi,Mehta,Male,1968-07-17,rishi.mehta2194@gmail.com,8393585302,Pune,Maharashtra,2648581,873,2024-12-14,Active
CUST002195,Sneha,Singh,Female,1957-01-10,sneha.singh2195@gmail.com,7645813907,Chandigarh,Punjab,306464,765,2025-03-12,Active
CUST002196,Simran,Verma,Female,1978-12-07,simran.verma2196@gmail.com,7949247174,Jaipur,Rajasthan,2564234,376,2018-06-26,Active
CUST002197,Ananya,Jain,Female,1957-08-28,ananya.jain2197@gmail.com,8926022632,Kanpur,Uttar Pradesh,620542,637,2020-09-09,Active
CUST002198,Radhika,Kulkarni,Female,2004-04-04,radhika.kulkarni2198@gmail.com,9128266025,Noida,Uttar Pradesh,1061327,505,2024-07-02,Active
CUST002199,Muskan,Mishra,Female,1976-11-09,muskan.mishra2199@gmail.com,8461744945,Bengaluru,Karnataka,2777654,804,2018-08-01,Active
